Gender,10percentage,12percentage,CollegeTier,Degree,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
1,68.0,59.0,2,2,73.0,0,545,530,500,0.0800552813405495,345,-1,253,-1,-1,-1,-1,-3.3188,-1.6191,-3.525,0.2727,-0.4776,280000
2,66.33,60.0,2,1,67.38,0,580,595,520,0.276047228046856,345,-1,-1,-1,-1,-1,-1,-0.0154,0.0459,0.9322,-0.1076,-1.244,220000
1,69.85,64.6,2,1,79.6,1,380,485,705,0.837620725714257,375,-1,-1,-1,500,-1,-1,-0.7335,-0.6201,-1.2196,-0.6147,-1.244,300000
1,83.25,79.8,2,1,71.31,1,315,625,605,0.960603251997053,-1,466,-1,-1,-1,-1,-1,-1.1128,-1.0593,-0.344,-0.17277,-2.1833,370000
1,62.0,59.4,2,1,60.0,0,365,365,395,0.165633091512476,305,-1,-1,-1,-1,-1,-1,-0.5719,-1.5273,-0.344,1.3549,-1.2354,150000
1,78.8,74.8,2,1,70.0,0,695,475,575,0.206710618336758,435,-1,-1,313,-1,-1,-1,-1.9629,-0.7473,-1.9405,0.2973,0.1864,390000
1,81.6,77.0,2,1,66.46,1,465,470,500,0.649389714846691,-1,356,-1,-1,-1,-1,-1,0.7027,0.2124,-0.4511,-0.1076,-0.2859,145000
1,65.5,66.0,2,1,68.58,0,675,580,515,-1.0,-1,-1,-1,-1,-1,-1,-1,0.1282,-0.2871,-0.2974,-0.1076,-0.4776,240000
2,76.0,81.0,2,1,77.0,1,395,395,535,0.607034038145014,335,-1,-1,409,-1,-1,-1,-0.880999999999999,-0.9033,-0.7068,-0.407769999999999,0.3444,180000
2,76.0,68.7,2,1,77.7,1,350,340,440,-1.0,355,-1,315,-1,-1,-1,-1,-0.3027,0.3789,0.3174,0.9066,0.2889,120000
1,53.0,49.0,2,2,78.0,0,385,435,320,0.23780283983757,375,-1,315,-1,-1,-1,-1,0.8463,0.2124,0.9322,0.0192,0.8637,185000
1,78.8,71.6,2,1,73.0,0,790,570,750,0.99526570569548,-1,533,-1,-1,-1,366,-1,0.2718,1.2114,0.1637,-0.995,0.4805,315000
1,73.5,67.0,2,1,77.0,0,510,590,510,0.338786347219528,445,292,-1,-1,-1,-1,-1,0.4155,0.7119,-0.2974,-0.3612,0.0973,265000
1,72.0,68.0,2,1,68.0,0,485,385,365,0.635978756456794,445,-1,-1,-1,-1,-1,-1,1.4374,1.1248,-0.4891,0.17983,0.3444,475000
1,80.16,65.83,2,1,72.73,0,380,545,445,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.159,-1.4526,-0.4511,0.1459,-0.4776,420000
2,69.0,82.0,2,1,73.0,0,300,560,605,0.356536487724475,485,-1,346,-1,-1,-1,-1,1.5644,1.3779,1.3933,0.3995,1.6302,200000
1,74.53,84.53,2,1,63.0,1,705,565,605,0.960903087163164,595,-1,-1,-1,-1,-1,-1,-2.272,0.6568,0.2366,-1.2303,-0.4455,555000
1,86.5,91.0,2,1,72.23,1,595,635,595,0.998588238946788,725,-1,-1,-1,-1,-1,-1,-3.1994,-0.2793,-1.7954,0.4148,-1.2354,615000
1,73.0,68.69,2,1,65.66,0,355,455,415,0.206710618336758,-1,-1,-1,313,-1,-1,-1,0.6646,0.6568,1.1074,-0.0552,0.9763,450000
1,69.16,65.66,1,2,77.5,0,395,435,645,0.990008756723898,655,-1,-1,-1,-1,-1,-1,-0.5719,0.5008,-0.4891,0.4148,-1.2354,550000
2,74.0,65.0,2,1,72.0,1,325,345,445,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.5008,0.3817,1.5899,1.1343,360000
2,78.0,82.8,2,1,79.0,1,395,495,440,-1.0,395,-1,-1,-1,-1,-1,-1,0.2718,0.7119,0.7785,0.653,1.4386,200000
2,86.8,91.7,2,1,79.75,1,650,585,735,0.694479327708463,-1,366,-1,-1,-1,-1,-1,0.99,0.8784,-0.1437,-0.8682,-0.6692,335000
1,87.0,85.0,2,1,66.5,0,650,480,525,0.911395278391328,455,-1,500,-1,-1,-1,-1,0.99,1.0449,0.3174,0.0192,0.0973,130000
1,84.0,76.0,2,1,76.0,1,370,390,575,0.744758354008939,175,-1,438,-1,-1,-1,-1,0.99,0.5454,1.0859,-0.3612,0.4805,320000
2,86.0,78.0,1,1,74.0,1,435,435,575,0.229481754911755,-1,266,-1,-1,-1,473,-1,0.0464,1.3198,0.4906,-0.17277,-0.1295,400000
2,78.0,86.67,2,1,77.55,1,535,465,535,0.910770164246022,445,433,-1,-1,-1,-1,-1,-0.880999999999999,1.4368,0.3817,-0.4078,-0.1295,150000
1,73.6,61.2,2,1,67.34,0,430,415,470,0.207392169717661,-1,260,-1,-1,-1,-1,-1,0.4155,0.3789,0.3174,-0.7415,-0.0943,220000
1,75.66,76.66,2,1,76.5,1,510,525,545,0.966006923498049,395,-1,-1,-1,580,-1,-1,-1.7389,-2.1186,-1.2196,-0.4879,-1.6273,180000
2,87.0,80.5,2,1,70.0,0,485,475,235,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-0.1082,1.4368,0.672,0.4148,1.0158,325000
1,72.8,61.33,2,2,70.05,1,440,495,430,0.911395278391328,515,-1,500,-1,-1,-1,-1,1.4208,1.0449,0.6248,-0.8682,1.0554,425000
1,65.71,68.2,2,1,67.08,0,510,415,665,0.124502074009537,-1,233,-1,-1,-1,-1,-1,-0.0154,-0.2871,-0.1437,1.1601,-0.2859,180000
2,89.7,86.7,2,1,80.0,1,720,675,570,-1.0,-1,-1,-1,-1,-1,-1,-1,0.2718,1.2114,0.4711,-0.1076,0.8637,320000
1,63.66,59.0,2,1,71.0,0,675,415,500,0.610611987546704,-1,333,-1,-1,433,-1,-1,-0.7651,1.1248,1.2525,0.3561,0.1864,180000
1,78.8,87.0,2,1,77.4,0,570,630,870,0.979521744319216,625,-1,-1,-1,-1,-1,-1,0.5591,0.0459,0.1637,0.1459,0.4805,605000
1,74.0,82.3,2,1,75.5,1,435,615,525,0.952245572924303,585,-1,-1,-1,-1,-1,-1,0.51,0.1498,0.0552,1.7074,-0.1295,430000
1,66.0,58.0,2,1,64.0,0,475,510,385,0.486747008438193,455,-1,376,-1,-1,-1,-1,0.1282,-0.4536,-0.9122,-0.4879,0.4805,180000
1,46.8,72.48,2,1,59.7,1,450,525,605,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-1.3447,-0.2793,-0.4891,1.5018,-0.9194,240000
2,89.4,80.6,2,1,81.76,0,355,495,684,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-1.1901,0.1888,-1.3599,-0.6428,-0.643,800000
1,54.0,68.0,2,1,69.0,0,505,295,375,-1.0,345,-1,-1,-1,-1,-1,-1,0.2009,-0.7473,-0.6343,-0.9953,-1.3934,175000
1,83.8,75.2,2,1,66.61,0,525,395,575,0.694479327708463,365,366,-1,-1,-1,-1,-1,-1.1901,0.1888,-0.7794,1.1199,-1.3934,650000
1,82.5,86.3,2,1,71.0,1,415,555,440,0.144789889482462,385,-1,284,-1,-1,-1,-1,1.5644,1.5444,1.547,-1.8824,1.4386,325000
2,78.0,69.0,2,1,78.0,0,535,350,515,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-0.880999999999999,-2.3073,-1.6502,0.5323,-3.6051,300000
1,70.4,66.4,1,2,69.56,1,615,605,475,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-0.2628,1.2808,0.9623,-0.4078,1.2923,330000
1,64.0,64.0,2,1,65.0,0,500,435,605,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-1.4992,-2.0733,-1.2511,-0.2902,-2.0253,200000
1,71.0,60.0,2,1,85.0,0,315,505,510,0.744758354008939,565,-1,438,-1,-1,-1,-1,-1.308,-0.7866,-0.9122,-0.2344,-0.8608,210000
2,89.0,79.0,2,1,68.0,0,535,495,485,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.4155,-0.4536,0.6248,1.0333,0.0973,170000
1,82.0,76.6,2,1,71.3,0,485,500,635,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.2718,0.8229,-1.2196,-0.8682,-1.9234,350000
1,61.2,60.0,2,1,65.6,0,570,595,370,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-0.159,0.7119,1.0859,-0.3612,0.0973,350000
1,65.0,67.0,2,1,71.18,0,535,455,405,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.5899,-0.9531,-1.2196,-1.1218,-0.8608,300000
2,81.6,96.4,2,1,80.36,0,500,520,620,0.916869961103619,555,-1,-1,-1,-1,-1,-1,0.8463,0.7119,0.4711,-1.1218,0.8637,275000
2,70.0,50.0,2,1,75.84,0,355,425,355,0.694479327708463,355,366,-1,-1,-1,393,-1,-1.8083,0.3448,-1.3599,1.5899,1.2923,400000
1,64.43,47.83,2,2,78.83,1,365,505,325,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.7264,0.1888,-0.7794,-0.5253,-0.4455,300000
1,80.0,84.0,2,1,61.0,0,560,460,465,-1.0,395,-1,315,-1,-1,-1,-1,0.5591,1.0449,0.9322,-1.7556,0.4805,200000
1,75.0,82.4,2,1,78.4,0,450,500,750,0.910770164246022,-1,433,-1,-1,-1,388,-1,-1.7389,-0.2871,-0.7585,1.5404,-1.6273,180000
1,82.2,81.33,2,1,90.0,0,425,415,425,0.376059586651545,515,300,-1,-1,-1,-1,-1,-0.1082,0.3448,0.672,-0.4078,0.6603,400000
1,83.0,70.0,2,1,65.0,0,765,645,795,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.4173,0.3448,-0.6343,0.7673,0.1864,210000
1,94.8,97.4,2,1,75.0,1,510,450,545,0.338786347219528,335,292,-1,-1,228,-1,-1,1.1336,0.3789,0.9322,-2.136,-0.6692,380000
1,65.0,69.0,2,1,67.4,0,415,515,605,0.376059586651545,365,300,-1,-1,-1,-1,-1,-2.272,-1.2153,0.0914,1.0024,-0.2875,200000
1,94.43,65.2,1,1,61.2,0,780,505,510,0.842248322257836,495,-1,469,-1,-1,-1,-1,0.5591,1.0449,1.3933,-1.2486,0.0973,330000
1,87.0,95.0,2,1,72.38,0,525,625,690,0.976292560913216,545,484,-1,-1,-1,-1,-1,-0.4463,-0.4536,-0.9122,-0.8682,-0.6692,345000
1,89.8,60.0,2,1,74.0,0,640,540,485,-1.0,475,-1,-1,-1,-1,-1,-1,1.8517,1.5444,1.3933,-1.8824,1.0554,350000
1,64.8,62.4,1,1,72.91,1,485,485,565,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.4173,0.1888,0.3817,0.1798,0.5024,475000
1,90.0,70.8,2,1,88.9,0,720,475,650,0.446198249677897,485,-1,-1,-1,-1,-1,-1,1.8517,1.0449,-0.6048,0.2727,0.0973,335000
2,82.8,76.6,2,1,86.0,0,520,555,400,0.622642915849938,475,-1,407,-1,-1,-1,-1,-1.0208,1.0449,0.7785,0.2727,-0.6692,260000
1,75.6,68.6,2,1,70.46,0,475,505,475,0.553216382065876,375,-1,-1,-1,-1,-1,-1,-1.4992,0.2668,1.1437,2.2949,-0.9194,100000
1,92.5,77.6,2,1,78.3,0,430,510,605,0.978799292641428,645,-1,561,-1,-1,-1,-1,0.4155,0.3789,-0.1437,-1.1218,0.4805,230000
1,72.15,67.1,2,1,70.8,0,535,495,645,0.694479327708463,415,366,-1,-1,-1,-1,-1,-1.8083,-1.0593,-0.344,-0.0552,-0.2875,340000
1,79.8,78.2,2,1,69.8,0,425,625,485,0.229481754911755,-1,266,-1,-1,-1,-1,-1,-0.880999999999999,-0.0842,-0.598,-0.5253,-0.9194,420000
1,84.5,93.6,2,2,77.0,0,435,505,615,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.0464,0.5008,-0.0537,0.0623,0.1864,480000
1,74.4,78.2,2,2,78.2,0,595,365,305,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.3555,-0.9033,-0.344,-0.05527,-0.643,380000
1,64.0,65.0,2,1,65.0,1,395,324,415,0.447147892178094,394,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.8128,0.9623,1.5899,1.1343,150000
1,69.2,64.4,2,1,67.8,0,490,360,310,0.436962648056859,-1,-1,-1,-1,-1,324,-1,0.4155,1.3779,1.547,3.3152,0.6721,180000
1,81.3,76.3,2,1,78.0,1,545,505,525,0.229481754911755,395,266,-1,-1,-1,-1,-1,-0.5719,0.6568,-0.344,-0.6428,-0.4455,260000
1,68.0,61.0,2,1,55.0,0,435,545,455,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.0464,1.2028,1.2525,0.8848,1.2923,240000
1,68.5,73.2,2,1,69.0,0,350,455,450,0.193768441980019,-1,-1,-1,-1,324,-1,-1,-3.606,-5.6151,-4.6009,-2.0092,-6.9925,120000
2,69.92,65.54,2,1,57.66,1,475,375,415,0.342314899911815,365,-1,-1,-1,-1,-1,-1,-1.1901,1.1248,1.3977,0.1798,0.1864,530000
1,85.17,77.77,1,1,64.1,0,545,605,825,0.842248322257836,495,-1,469,-1,-1,-1,-1,0.2718,0.8784,0.1637,0.1459,1.247,350000
1,68.0,75.0,2,1,68.9,0,315,425,325,0.0745462652358558,255,-1,-1,-1,-1,-1,-1,-1.5765,0.5008,0.8171,0.7086,0.0284,120000
1,86.0,88.33,2,1,74.28,0,554,655,655,0.968237495890543,605,-1,-1,-1,-1,-1,-1,1.2828,1.2028,0.7083,-1.11277,0.5024,430000
1,82.8,73.6,2,1,67.5,1,520,450,575,0.744758354008939,545,-1,438,-1,-1,-1,-1,-0.159,0.0459,0.7785,-1.1218,-0.0943,325000
2,82.2,77.0,2,1,91.2,0,524,555,405,0.414337426422751,-1,-1,-1,366,-1,-1,-1,-0.7264,-0.6693,-0.8157,-0.05527,-0.4455,400000
1,84.0,87.83,2,1,81.0,0,405,420,475,0.842248322257836,475,-1,469,-1,-1,-1,-1,-0.8772,-1.1196,1.0859,-0.8682,-0.4776,180000
1,80.0,65.2,2,1,68.96,0,640,555,620,0.622642915849938,615,-1,407,-1,-1,-1,-1,-0.159,-0.6201,-0.6048,0.3995,0.0973,315000
2,70.6,58.5,2,1,75.0,0,640,505,405,0.911395278391328,345,-1,500,-1,-1,-1,-1,1.1336,1.3779,0.7785,-1.8824,-0.6692,200000
1,68.8,86.0,2,1,76.05,0,570,535,590,0.978799292641428,515,-1,561,-1,-1,-1,-1,-1.5953,0.2124,-1.0659,-0.4879,-0.6692,305000
1,82.6,81.4,1,1,80.22,1,640,570,840,0.783303536670298,-1,388,-1,-1,-1,340,-1,0.2718,-0.1206,-0.7585,-0.8682,-1.6273,350000
1,69.6,71.4,2,1,77.0,0,485,415,575,0.925645767094482,-1,-1,-1,-1,-1,-1,-1,-0.4173,0.6568,-0.7794,1.7074,0.1864,95000
1,73.0,66.8,2,1,69.98,0,345,365,515,0.930370607202691,565,-1,-1,-1,-1,-1,-1,1.59199999999999,-1.2153,-0.344,-1.5828,1.4502,200000
1,88.0,75.0,2,1,70.0,1,595,625,585,0.622642915849938,495,-1,407,-1,-1,-1,-1,-0.4463,0.2124,0.3174,-1.3753,-1.0524,350000
1,84.4,84.4,2,1,88.6,0,515,425,535,0.958682016566051,-1,-1,-1,538,-1,-1,-1,1.59199999999999,0.3448,-0.9245,-1.5828,-0.643,440000
1,87.8,91.25,2,1,78.9,1,590,495,545,0.450876584483451,395,-1,-1,-1,-1,-1,-1,1.4208,0.8784,0.6248,-0.6147,0.6721,300000
2,95.52,94.33,2,1,83.63,1,580,620,620,0.968237495890543,605,-1,-1,-1,-1,-1,-1,0.2718,1.0449,0.1637,-0.6147,0.6721,275000
1,79.6,72.8,2,1,75.2,0,475,565,645,0.971663490820888,325,-1,-1,553,-1,-1,-1,-0.2628,0.0328,1.1074,-0.1727,0.3444,395000
1,70.0,81.0,2,1,76.2,0,465,605,650,0.953899775079926,525,-1,530,-1,-1,-1,-1,-2.1698,0.2124,-0.4511,-0.8682,0.2889,290000
2,85.6,87.8,2,1,72.3,1,570,605,415,0.563267823666597,425,-1,-1,-1,-1,-1,-1,1.2772,1.3779,1.3933,-1.3753,0.2889,325000
2,71.0,64.0,2,1,73.4,1,490,400,500,0.356536487724475,365,-1,346,-1,-1,-1,-1,1.2772,0.3789,0.7785,-0.995,0.0973,210000
1,82.0,70.0,2,1,82.7,0,485,655,495,-1.0,525,-1,-1,-1,-1,-1,-1,0.99,1.3779,1.2396,-0.2344,-0.2859,390000
1,62.0,59.0,2,1,65.16,0,375,435,455,0.910770164246022,285,433,-1,-1,-1,-1,-1,0.3941,-0.9033,-1.5051,-0.9659,-1.2354,180000
1,90.08,83.62,2,1,62.71,0,560,520,370,0.649389714846691,445,356,-1,-1,-1,-1,-1,-0.5899,0.5454,0.6248,0.2727,0.8637,250000
1,77.0,76.0,2,1,67.22,0,545,500,515,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-1.0208,-1.4526,-1.0659,-0.2344,-1.4356,120000
1,65.0,64.0,2,1,79.0,0,465,545,385,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-1.0355,-0.9033,-1.0334,1.5899,-0.7615,150000
1,82.0,53.0,2,1,71.0,0,275,395,555,0.490636955889964,-1,-1,-1,383,-1,-1,-1,0.0464,-1.7223,-0.4891,-0.5253,-2.6572,320000
1,84.4,82.2,2,1,71.1,0,554,605,525,0.538386892985096,-1,333,-1,-1,-1,500,-1,-0.7264,0.5008,0.8171,-0.1727,0.1864,340000
1,91.68,69.16,2,1,66.0,1,555,610,590,0.987207085890868,645,-1,-1,-1,-1,-1,-1,-0.5899,0.0459,0.7785,-0.995,-0.0943,350000
2,80.64,71.66,2,1,69.03,1,445,395,415,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,-1.3599,-0.2902,-0.2875,400000
1,90.8,82.2,2,1,75.0,0,580,545,530,0.755375120895548,-1,-1,-1,446,-1,-1,-1,0.1282,0.5454,1.547,-0.7415,0.4805,390000
2,74.6,83.75,2,1,70.0,1,325,375,335,0.276047228046856,345,-1,-1,-1,-1,-1,-1,-0.1082,0.0328,-0.7794,-0.2902,0.0679,325000
1,69.0,76.0,2,1,7.56,0,380,475,605,0.755375120895548,-1,-1,-1,446,-1,-1,-1,1.9953,-0.9531,-1.6807,-0.8682,-0.8608,180000
2,84.3,95.8,2,1,78.0,0,515,585,525,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.9737,0.8128,0.5269,1.3549,-0.4455,420000
1,85.0,60.5,2,1,63.1,0,305,355,415,0.229481754911755,185,266,-1,-1,-1,-1,-1,-0.7264,-1.4883,-0.4891,1.3549,-0.4455,130000
1,91.17,87.2,2,1,68.5,1,555,605,735,0.765673581234011,485,-1,-1,-1,-1,-1,-1,1.1336,0.8784,0.4711,-1.3753,-0.4776,310000
1,89.5,93.9,2,1,75.67,0,535,625,645,0.622642915849938,595,-1,407,-1,-1,-1,-1,-0.159,-1.2861,-0.9122,0.0192,-1.244,145000
1,78.0,69.0,2,1,70.0,0,650,545,620,0.744758354008939,545,-1,438,-1,-1,-1,-1,0.99,-0.1206,0.01,-0.6147,1.0554,370000
1,79.5,78.0,2,1,81.3,0,570,520,445,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-1.4517,-0.7866,-0.1437,0.9066,0.6721,360000
2,94.8,93.0,2,1,74.3,0,650,555,500,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.1282,0.2124,-0.6048,1.5404,0.2889,340000
1,72.0,69.0,1,1,70.0,1,555,365,565,0.0081547752353218,-1,133,-1,-1,-1,-1,-1,0.2009,-2.6193,-2.3759,-0.0552,0.1864,120000
2,95.4,93.2,2,1,79.7,0,585,625,615,0.98374996654107,635,-1,-1,-1,-1,-1,-1,-0.7264,0.6568,0.0914,-0.2902,0.3444,500000
1,88.6,92.0,2,1,73.0,0,875,510,500,0.744758354008939,485,-1,438,-1,-1,-1,-1,-0.0154,0.3789,0.1637,0.0192,0.2889,305000
1,68.0,56.0,2,1,68.4,0,500,350,400,0.557389505646088,315,228,-1,-1,420,-1,-1,-1.5953,-1.1196,0.7785,0.5262,-1.0524,240000
1,72.0,60.0,2,1,62.5,0,560,370,370,0.649389714846691,-1,356,346,-1,-1,-1,-1,0.2718,0.3789,0.1637,-0.8682,-0.6692,110000
1,84.0,87.0,2,1,78.5,1,780,630,650,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.7335,0.2124,-0.2974,0.1459,-0.8608,600000
1,79.2,89.33,2,1,77.0,0,380,400,470,0.610611987546704,395,-1,-1,-1,433,-1,-1,-1.0208,-0.7866,-1.0659,-0.3612,-2.5853,40000
1,68.5,85.2,2,1,73.4,0,575,425,425,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-1.1901,-2.1513,-0.1988,0.8848,-1.5513,290000
1,84.0,84.0,2,1,67.0,0,665,530,560,0.953899775079926,535,-1,530,-1,-1,-1,-1,-0.8772,0.2124,-0.1437,-0.1076,0.8637,320000
1,86.5,91.0,2,1,72.85,0,465,540,485,-1.0,375,-1,-1,-1,-1,-1,-1,0.7419,-0.0873,-0.7585,0.1459,0.7941,180000
1,68.0,65.6,2,1,63.33,0,420,530,380,0.622642915849938,485,-1,407,-1,-1,-1,-1,-0.0154,-0.7866,-1.0659,-1.6289,-1.0524,95000
1,65.17,66.2,2,1,74.78,0,510,595,605,0.911395278391328,545,-1,500,-1,-1,-1,-1,-0.4463,-0.2871,0.4711,-1.6289,0.0973,95000
1,51.83,58.0,2,2,68.0,0,335,450,650,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.3027,-0.4536,-0.7585,0.2727,0.0973,240000
1,76.0,78.0,2,1,64.25,0,545,445,535,-1.0,335,-1,-1,-1,-1,-1,-1,-1.6538,-1.3713,0.0914,0.8848,-1.3934,320000
1,75.3,73.6,2,1,65.6,0,615,535,495,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.7419,0.9688,-0.0537,-0.2609,0.1864,355000
1,86.2,82.0,1,1,78.9,1,640,535,545,0.557389505646088,385,-1,-1,-1,420,-1,-1,-1.7389,-1.6191,-1.9881,0.653,-1.6273,300000
1,80.0,79.3,2,1,65.7,0,570,675,485,0.23780283983757,515,-1,315,-1,-1,-1,-1,0.1282,-0.4536,1.3933,-0.6147,-0.8608,200000
1,85.2,81.5,2,1,57.64,0,545,385,485,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.1336,0.3789,1.0859,0.653,0.2889,400000
1,89.9,84.5,2,1,68.0,0,675,485,485,-1.0,455,-1,-1,-1,-1,-1,-1,1.2772,0.8784,0.4711,-0.7415,0.4805,360000
2,73.0,74.0,2,2,78.0,0,285,560,545,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.5591,-0.1206,-0.7585,-0.7415,0.0973,300000
1,84.93,81.5,2,1,65.18,0,640,520,465,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.7335,1.2114,0.3174,-0.6147,0.6721,105000
1,92.3,87.4,2,1,81.89,0,345,470,485,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.2782,0.5008,-1.0697,0.5323,0.1864,290000
1,83.0,90.0,2,1,68.0,1,505,425,465,0.538386892985096,-1,333,-1,-1,-1,340,-1,-0.4173,-1.3713,0.3817,2.1774,0.0284,280000
2,90.76,92.5,2,1,75.5,0,570,475,590,0.842248322257836,535,-1,469,-1,-1,-1,-1,1.1336,0.5454,0.1637,-2.0092,-0.2859,325000
1,84.0,86.0,2,1,65.59,0,560,595,680,0.155908502722861,385,-1,-1,-1,-1,260,-1,1.1336,0.0459,-0.1437,-1.6289,-0.6692,335000
1,73.6,78.3,1,1,74.4,1,605,570,620,0.338786347219528,505,292,-1,-1,-1,-1,-1,-1.308,-0.1206,-0.1437,0.2727,1.0554,325000
1,67.7,78.2,2,1,71.0,0,515,475,485,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.51,0.8128,1.8331,0.1798,0.8183,500000
1,81.0,68.0,2,1,63.4,0,570,435,265,0.744758354008939,365,-1,438,-1,-1,-1,-1,-1.8825,-1.1196,-0.4511,0.0192,-0.8608,180000
2,91.33,94.7,2,1,81.11,0,475,425,515,0.868736585485218,445,-1,-1,-1,-1,420,-1,-1.0208,-1.2861,-1.0659,-0.995,-0.6692,300000
1,78.0,83.0,2,1,64.86,0,300,470,575,0.229481754911755,-1,266,-1,-1,-1,393,-1,0.0464,-0.2793,-0.4891,0.7673,-0.0506,335000
1,88.0,83.0,2,1,72.0,0,625,555,590,0.0587928000083534,345,200,-1,-1,-1,-1,-1,0.5591,0.8784,1.0859,-0.8682,0.2889,240000
2,91.8,87.66,2,1,79.8,0,625,515,565,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-0.4173,0.3448,-0.6343,-0.0552,-1.8673,400000
1,57.0,69.6,2,1,61.06,0,510,530,510,0.486747008438193,475,-1,376,-1,-1,-1,-1,0.8463,0.5454,1.0859,-1.7556,0.8637,210000
2,94.7,94.7,2,1,67.0,1,525,585,535,0.824666400671332,-1,400,-1,-1,-1,-1,-1,-0.7264,0.9688,-1.0697,0.5323,-0.1295,205000
1,77.2,72.46,2,1,62.0,1,395,365,305,0.304510913720196,315,-1,-1,340,-1,-1,-1,0.51,0.1888,1.2525,1.3549,0.0284,200000
1,91.6,86.6,2,1,85.6,0,500,570,545,0.884122511593735,535,-1,-1,-1,-1,-1,-1,1.2772,0.3789,-2.6028,-0.8682,0.0973,200000
2,84.8,78.0,2,1,78.0,0,585,595,675,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,-0.3803,1.8249,-0.2875,400000
1,86.8,62.0,2,1,71.9,0,765,605,555,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.9629,0.3448,0.3817,-0.0552,1.1343,620000
1,84.0,77.0,2,1,73.08,0,605,425,320,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-1.1644,-1.1196,-0.1437,0.5262,-1.6273,405000
1,74.0,81.0,2,1,71.64,0,360,460,270,0.978799292641428,415,-1,561,-1,-1,-1,-1,1.1336,0.5454,2.008,-1.2486,-0.0943,95000
2,74.0,62.0,2,1,71.0,1,465,450,295,0.538386892985096,375,333,253,-1,-1,-1,-1,-0.5899,-1.8855,-0.2974,1.1601,0.166999999999999,205000
1,75.36,60.16,2,1,57.81,0,375,445,335,0.376059586651545,-1,300,-1,-1,-1,313,-1,-0.880999999999999,0.0328,0.8171,-0.9953,0.0284,280000
1,79.0,79.4,2,1,68.58,0,510,560,720,0.459015840492937,355,-1,-1,376,-1,-1,-1,0.2718,-0.2871,-0.6048,1.1601,-1.6273,115000
1,85.0,88.3,2,1,75.52,1,545,655,445,0.338786347219528,385,292,-1,-1,-1,-1,-1,-0.0154,-0.6201,-0.4511,-0.2344,-1.244,335000
1,84.16,80.4,2,1,63.6,1,535,475,415,0.0587928000083534,365,200,-1,-1,-1,-1,-1,-1.4992,-0.1232,0.0914,2.2949,-1.2354,630000
2,71.3,79.2,2,1,80.05,0,465,475,650,0.23780283983757,475,-1,315,-1,-1,-1,-1,-1.4517,-0.6201,1.0859,1.6672,-0.2859,305000
1,85.38,83.34,2,1,58.8,1,605,510,605,0.978799292641428,495,-1,561,-1,-1,-1,-1,0.4155,1.0449,1.2396,-1.6289,0.4805,490000
1,77.8,85.4,1,1,63.0,0,720,570,515,0.744758354008939,495,-1,438,-1,-1,-1,-1,0.2718,0.0459,0.1637,1.4136,-2.2021,370000
2,72.45,73.63,2,1,66.45,1,615,460,310,-1.0,455,-1,-1,-1,-1,-1,-1,-0.8772,0.2124,0.1637,0.1459,-0.4776,300000
